"GSM1570043";"GSM1570044";"GSM1570045";"GSM1570046";"GSM1570047";"GSM1570048";"GSM1570049";"GSM1570050";"GSM1570051";"GSM1570052";"GSM1570053";"GSM1570054"
"AC007362.3";5.937819729;5.518135614;5.370126327;5.716245042;6.255628734;4.929277503;6.291671864;5.298896721;5.574003194;6.44505917;5.822198515;6.046318836
"AC007364.1 /// FLJ32955";3.465015567;3.654003204;3.403590448;3.488836033;3.508179787;3.437200274;3.624264382;3.508067387;3.347896585;3.395235807;3.333324337;3.461221014
"AC007365.3";7.228895554;7.363028291;7.625374365;7.829805342;7.973322957;7.614724864;8.027376417;7.646529068;7.744804046;7.690842264;7.526645434;7.854583034
"AC007389.3";4.612852111;4.886258803;4.694337141;4.694789004;4.72254646;4.626791242;4.73316417;4.735881846;4.616344571;4.751270176;4.614329588;4.59105328
"AC007401.2";5.180676663;5.111179981;5.556508112;5.405688504;5.241066835;5.817067373;5.104140824;4.995256006;5.180680532;5.345532015;5.192295862;4.985548083
"AC007557.2 /// BC031974";5.273342657;5.188777159;5.228131939;5.063067971;5.201555197;5.135135599;5.188777159;5.168884783;5.180358561;4.979705297;5.065292682;5.225820704
"AC007680.2";4.612173221;4.923979484;4.761076627;4.882009891;4.88228271;4.940718815;4.934250331;4.836784392;5.016339709;5.154856935;5.107599947;4.891266018
"AC007787.2";6.135005018;6.223393592;5.856385119;6.312185878;5.677382014;5.888176727;5.980280554;6.067856335;5.906091529;5.948774649;5.876596814;6.168100429
"AC007967.3 /// RBMY2TP /// RBMY2TP";4.078971442;4.2142756;3.958229903;4.039910033;4.078971442;3.889854461;4.012010939;3.853373125;3.905609643;3.951794877;3.787635559;4.029327017
"AC008088.4";4.738230272;5.113690895;4.879717595;5.145361109;5.032877617;5.077983645;5.03795994;4.803028516;4.914436488;5.197003038;5.168069393;4.920711847
"AC008746.12";5.457619802;4.829493088;5.118921101;5.125879118;4.791249504;5.596258272;5.331806868;4.929726255;5.378450401;4.973058819;5.287187759;5.264455292
"AC008753.4";6.512674713;7.024403518;6.805690961;7.008631467;7.472898617;6.906797336;7.238599129;6.826189914;7.171501809;7.222623393;7.035835103;7.145453589
"AC009120.6";10.92318808;10.84556246;10.45342424;10.38335517;10.1188113;10.22350447;10.37235876;10.5091287;10.3460474;10.07021269;10.41902571;10.48167813
"AC009133.15";6.406282943;6.33290424;6.269566225;6.036297941;5.580039766;5.713419398;6.138238334;6.015326078;6.069661648;5.305160356;5.951376088;5.79583505
"AC009237.8 /// AK055967";6.435179037;5.962799969;5.596233911;5.558252256;5.758559805;5.609068613;5.171899623;5.335183725;5.198259501;5.186265652;5.737481179;5.414017488
"AC009502.4";5.873085742;6.525984614;5.391138865;5.106971433;5.117862519;4.816035185;5.140990909;5.41663446;5.090593924;4.91862431;5.219557059;5.014830973
"AC009947.3 /// RBMY2AP /// RBMY2AP /// RBMY2BP /// RBMY2BP /// RBMY2DP /// RBMY2DP";4.75118771;4.789415385;4.773493979;4.786867331;4.875224638;4.995066976;4.807785802;4.6518906;5.048820885;4.916615258;4.723486242;4.820516294
"AC010095.5 /// RP13-1039J1.3";6.546462025;6.443623272;6.691650233;6.364241477;5.892023185;6.92689189;6.557099678;6.072409469;6.316796929;6.278946281;6.757965529;6.215356233
"AC010145.3 /// MYCNUN";4.268333245;4.251973615;4.179076176;4.271433632;4.24979487;4.108368784;4.472507496;4.454556869;4.334034799;4.275268101;4.277636733;4.053322901
"AC010145.4";4.560955428;4.848185957;4.071485667;4.388222974;4.426943607;4.464276823;4.380013972;4.245095961;4.463192146;4.416891025;4.415288432;4.351254322
"AC010524.4";3.762640983;3.612932777;3.479858066;3.51470211;3.701871977;3.762541953;3.677758478;3.515939321;3.512901477;3.839327193;3.50536347;3.711429813
"AC010980.2 /// LOC440934 /// LOC440934";5.297492879;5.152693383;4.537396418;4.753335916;4.711868987;4.534003539;4.688870035;4.59637127;4.775115574;4.688870035;4.743919107;4.533902703
"AC011997.1 /// BC021693";3.175324705;3.161888798;3.032214032;3.022739385;3.261840597;2.965279338;3.110349501;3.128407469;3.169237843;2.997120098;3.164093434;3.094267737
"AC012065.7";6.520265218;6.490868044;6.762194855;7.292586279;6.810071088;7.044139349;6.863713424;6.63771292;7.401520716;6.564995756;6.72930404;6.762260489
"AC012360.6";5.009718808;5.490702281;4.593234073;4.814368807;4.709824278;4.714225019;4.820200012;4.85583597;4.815950313;4.696121061;4.769357981;4.713570831
"AC012499.1";4.205986128;4.072046574;3.957126902;3.811026633;3.975376392;3.9616554;4.017090628;3.917742365;4.003953129;3.815363765;4.055183511;3.886662907
"AC012531.25";4.303419105;3.709638798;3.418147363;3.733086976;3.832354345;3.571634804;3.703400469;3.535153467;3.80762094;3.803901096;3.561216978;3.55692653
"AC013463.2";5.521274282;5.379141112;6.1124541;7.325845289;6.747785097;6.31013403;6.269617168;6.646405343;6.804336668;5.6259979;6.019408513;5.987790624
"AC013733.4";3.514436046;3.416169605;3.346806242;3.554090799;3.29790127;3.430180393;3.433596246;3.198885387;3.555444842;3.352298799;3.352298799;3.362352793
"AC016831.7";5.915604956;6.257126157;6.300665773;6.234473386;6.402858481;6.763411117;6.546782181;6.342344413;6.773396179;6.257092181;6.783137025;6.169025051
"AC016999.2";7.045464085;6.300918785;6.049930328;6.370824379;5.433598242;5.563053585;5.850831737;6.31376448;5.514724756;5.270802946;5.959101045;6.10072504
"AC017002.2";6.813194099;6.856849257;6.309529878;5.586446918;6.045046698;6.168083149;6.148498993;6.026922854;5.98525379;5.580494193;6.001221659;5.869096262
"AC017104.6";7.456116468;7.603634706;7.633892923;7.794555115;7.448770617;7.532323841;7.438230412;7.748441361;7.708754431;7.402777144;7.597206894;7.606842556
"AC018462.2 /// BC071802";3.281777727;3.28654127;3.412758376;3.368080468;3.442280614;3.617358003;3.467864565;3.280267359;3.467983444;3.298814433;3.508438139;3.368322319
"AC018755.16";6.656498209;6.958121719;5.924419543;6.277925645;6.119922506;6.083671238;5.817892192;6.246139292;6.313475025;6.071071643;6.117024637;6.063279413
"AC018755.17";5.364881267;5.496033171;5.042829547;5.118782193;5.041292259;4.729952696;5.09844378;5.368837879;4.949800822;5.265563311;4.886419734;5.108226371
"AC018766.6";7.549669356;7.796639733;7.797094316;7.929287894;8.022720669;7.959881803;7.844503112;7.684942151;7.523225251;7.812306657;7.153600049;7.764360608
"AC018816.3";5.068576527;5.253005555;5.270935525;5.444783618;5.492618374;5.852426208;5.455768972;5.856285177;5.541621399;5.506261671;5.592584532;5.463639589
"AC024560.2";4.247238146;4.457298891;4.050544278;4.007107542;4.177581138;3.909760144;3.892100022;4.206077646;3.996413779;4.035401222;4.080757208;4.092147423
"AC025442.3";8.16205493;7.836369274;7.216301744;7.397250327;6.522857206;6.68716264;6.92673359;7.379594031;7.242058981;6.309491934;7.502884682;7.417877313
"AC064852.4";6.287936453;6.665616126;6.323154246;6.137900229;6.385414926;6.471287367;6.727867423;6.486581323;6.436830066;6.335693151;6.664355754;6.371888329
"AC067956.1";3.359558479;3.433937047;3.162918793;3.367104414;3.521923459;3.138143775;3.329944429;3.198824464;3.344224466;3.32709385;3.211772215;3.306288237
"AC068039.4";4.768938163;4.50790679;4.837347288;4.930368877;4.955013196;5.392163074;4.949516573;4.871411429;5.049643583;5.218585454;5.232984001;4.8454947
"AC068138.1";6.417346777;6.573056125;4.662176608;5.516517141;5.309136886;5.176188151;5.305763784;5.277972546;5.313171575;5.655952111;5.35548727;5.257467428
"AC068831.3";6.135824482;6.514932493;6.228987172;6.312623753;5.957917684;6.144177474;6.113079688;6.122615835;6.294689119;5.967478031;6.059776381;6.096370711
"AC069277.2 /// AF279782";4.117531749;4.401493674;3.879474996;3.647692087;3.869996209;3.675381974;3.600290203;3.66281552;3.723886784;3.674792952;3.637477165;3.627238319
"AC073283.7";7.269999004;7.035707641;6.432817534;6.572598611;6.301863911;6.674135714;6.919671279;6.737005424;6.581490001;6.731449093;6.667817513;6.594071531
"AC073321.4";7.511310669;7.659381778;6.845663858;6.783840851;6.133211286;6.351456244;6.781852389;6.824807756;6.763201278;6.077659315;6.622887524;6.927853319
"AC074212.6";6.73182946;6.819503401;6.560753425;6.47694073;6.041183647;6.498695323;6.485492696;6.614542942;6.509998402;6.155287288;6.402991485;6.599716497
"AC078842.4 /// AK094915";3.317798488;3.311612139;3.233296355;3.338167269;3.167365672;3.3350263;3.614840254;3.169898101;3.364126621;3.36346821;3.298051904;3.234331961
"AC078883.3 /// AC078883.4";7.761246814;7.813487598;7.057142768;6.838626893;6.282091435;7.237857209;7.034927249;6.739622248;6.783752619;6.352344095;7.356629186;6.742378806
"AC079305.10";4.892910491;6.101358268;6.870827715;5.682497398;7.560936859;6.035114059;7.131603439;4.862625217;6.577758022;6.649088767;6.01250134;7.296215586
"AC079741.2";3.999520959;3.761432212;4.054295686;3.992765856;4.357369064;4.52569218;4.050424545;3.992765856;4.632326808;4.642167331;3.826047609;4.004287922
"AC079767.4";3.783074173;3.714646316;7.428035273;9.573621145;8.956486583;7.940131754;6.767078543;8.894426373;9.63210002;6.909241294;6.936031911;7.866297288
"AC079807.4";3.585884142;3.59265755;3.70054942;3.385509927;3.590099406;3.693052326;3.529563092;3.646548009;3.99462012;3.510039954;3.585270518;3.446723159
"AC083843.1";6.50636764;6.299246707;5.083880881;5.639506975;4.948311507;5.015305878;5.403770085;5.294946964;5.288039852;4.652233479;5.325679743;5.412243786
"AC083949.1";10.63294508;10.71688737;10.76980973;10.85138979;10.71345626;11.17536505;10.79452162;10.66318734;10.92892715;10.67560001;11.02822502;10.67539217
"AC084219.3";5.624034863;5.644584442;5.487020471;6.098380307;4.513079614;5.095902529;5.197135596;5.483396633;5.212786594;4.936740087;5.760258448;5.622070718
"AC087501.1";4.208660234;4.31973764;4.870979754;4.611770728;4.305730152;4.53668198;4.375417278;4.536854581;4.610698827;4.975926592;4.781508592;4.651387545
"AC090627.1";4.692664428;5.119313142;8.168693011;8.133149481;6.7890785;9.403918184;8.572993364;7.871478253;8.144184078;8.628976655;9.577106232;7.031886675
"AC091133.1";7.160978046;6.893815981;7.032000345;6.722806113;7.255510704;6.999307305;6.751472877;6.502927731;6.151911144;6.84573507;6.895271428;6.550803846
"AC091633.3";3.433097087;3.45022334;3.715184863;3.315256163;3.572864682;3.708087704;3.625077133;3.458855851;3.492170439;3.511084983;3.630364737;3.711141028
"AC092155.4 /// BC038779";3.800009048;3.771872614;3.548483068;3.500832242;3.600302752;3.5453643;3.581043865;3.466602386;3.590943244;3.676551019;3.578254957;3.500095931
"AC092192.1";5.762847571;5.991585953;6.272356382;6.072278608;6.117500455;6.561631132;6.044385291;5.821312782;6.3152059;6.26420137;6.690523859;6.225111107
"AC092620.2";4.209076081;4.294188425;5.758876337;5.774733104;8.46411682;7.096758756;7.129008514;6.480681969;7.159155404;8.184314516;6.198629359;6.744395339
"AC092660.1";3.975936917;3.749578466;3.797083459;3.950193849;3.844556853;3.817008391;4.103733053;3.769909499;3.696872705;3.776635603;3.793862453;3.748926132
"AC092667.2";3.762640983;3.78408132;5.13178011;6.495142117;6.282025857;5.325110655;4.763901479;6.133736123;6.896166086;5.098319115;5.208437116;5.056372526
"AC099684.1 /// BC040634";5.169987192;5.217841185;5.016824465;5.176028383;4.843575183;4.656098212;4.955913611;4.980429671;4.999574433;4.988786032;4.581628274;4.985080122
"AC099850.1 /// BC017255";5.634011608;5.551153474;3.899229605;4.207852352;3.988366088;4.553414281;4.161583497;4.821751133;4.576223425;4.466087001;4.3959072;4.62410501
"AC100830.4";6.054975497;5.512778788;6.659782941;6.230280985;7.576683261;6.488012509;6.619151038;6.481796707;6.722826817;6.628472528;6.809406752;6.486038337
"AC104537.2 /// TCEB1P28";4.347705638;4.625827383;4.290668865;5.062800814;5.160771108;4.820775818;4.737206944;5.294733654;5.43956193;4.77661768;4.809649487;4.805617405
"AC104667.3";6.051765745;6.195159939;5.72509818;5.944727959;5.347605464;5.66323954;5.601036893;5.700323302;5.529102373;5.888219906;5.677438321;5.692971988
"AC106801.1";4.188924607;4.115175504;4.159830773;4.221228325;4.626424106;4.249539874;4.373953881;4.08226239;4.431858612;4.093415172;4.121905302;4.346160614
"AC108056.1";3.752215548;3.889050571;3.69341215;3.574355169;3.889050571;3.714788222;3.670983194;3.657224834;3.883923024;3.721198543;3.678018559;3.681052863
"AC112198.1";5.95468849;5.92018824;5.51968219;5.823161042;5.487527087;5.619991187;5.641829591;5.551733005;5.676455243;5.619991187;5.744567158;5.663948933
"AC114730.11";5.785446147;5.273342657;4.871699873;4.620906135;4.550800625;4.047110371;3.92524298;4.679963956;4.383293254;4.056468222;4.356080895;4.421320066
"AC114752.3";5.151775817;5.198572391;5.176852969;5.007461025;5.175159118;5.183649298;5.086188343;5.276876573;5.200813881;5.26195348;5.041873096;5.236130888
"AC124997.1";3.208740516;3.246102644;3.201905955;3.204085551;3.179729785;3.281438898;3.077380577;3.184382977;3.265855007;3.175839479;3.306645622;3.276169145
"AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2";8.016324177;8.228512437;9.049130531;11.12310799;9.834262275;9.464792576;9.326513866;10.50037743;11.0218721;8.121133027;9.261862742;9.931603912
"AC136289.1";4.662850163;4.804877225;4.318097108;4.263031959;3.878459636;4.283019497;4.333136489;4.424797333;4.43864109;4.174962901;4.427458672;4.32131345
"AC139100.2 /// PARD6G-AS1";5.93417496;6.465786104;5.789569547;5.428617105;5.525395118;5.895495903;6.381717385;5.749742128;5.518500586;6.034385706;5.761217384;5.700082114
"AC139100.3";6.531990142;6.59766123;4.975926592;5.19796982;4.88988314;4.864589285;4.649475672;4.714147518;4.922296074;4.853816624;4.889619588;5.395344644
"AC141928.1";6.173427934;6.190413932;5.873485804;5.871718722;5.871790395;5.976164995;6.018945835;5.928667228;5.806304908;5.800294675;5.910414071;5.757198599
"AC144652.1";6.931564923;7.177801755;6.546126839;6.72193532;6.517158126;6.769149265;6.607347368;6.986241689;6.426278641;6.507453316;6.485910038;6.804449591
"AC145343.2";6.255449326;6.355025071;5.793902316;5.794205553;5.781461433;5.933561288;5.885624969;5.811558706;5.574540854;5.532959032;5.99716879;5.856239199
"ACAA1";8.976553684;8.907504261;9.464482734;9.251552831;9.738226303;9.565046743;9.672851565;9.215383772;9.429666676;9.750351166;9.242866966;9.707065164
"ACAA2";9.50203995;9.431320371;10.57373314;10.20929963;9.433574331;9.61353291;9.809984559;10.43748619;9.528360037;9.694048266;9.824161944;10.18211103
"ACACA";9.589994386;9.474553961;8.366734671;8.333883249;8.626293461;8.179374618;8.302002048;8.291692943;8.416940182;8.283907251;8.15987201;8.2667554
"ACACB";8.525260352;8.71602644;8.944031976;9.077089431;9.235993336;9.315487721;9.384121565;9.000357918;9.177706293;9.090271236;9.02528452;8.885163964
"ACAD10";7.444670763;7.497969073;7.539792689;7.603570901;7.367018596;7.459449391;7.602131591;7.298223018;7.405238095;7.311339818;7.46859051;7.449542235
"ACAD11 /// NPHP3 /// NPHP3-ACAD11";9.048720143;9.089738631;8.913868869;8.986185875;9.061022482;9.470756171;9.13971659;8.774636249;9.031786013;9.239489258;9.075256988;8.820759842
"ACAD8";7.372466503;7.440230722;7.418648737;6.905131808;6.555005552;7.40035754;7.306166155;7.213064189;7.118198578;7.307163306;7.174838972;7.039731311
"ACAD9";8.132427471;7.929878642;7.240976668;7.034262101;7.460270417;7.204447123;7.226994442;7.421546215;7.160887027;7.428630123;7.052903534;7.272423165
"ACADL";4.244201495;4.215033067;4.084657082;4.117801363;4.087556669;4.147611515;4.16199693;4.12027813;3.999798554;4.282491482;3.92307813;4.207061202
"ACADM";8.04071839;7.829565682;7.169625442;7.284703;7.286309475;7.144219026;6.584280611;7.321756142;7.407012131;7.266615439;7.127162175;7.187399071
"ACADS";7.577374897;7.655896803;7.587200944;7.47005114;7.458372842;7.421605008;7.490817856;7.416220324;7.366858129;7.338923681;7.46859051;7.431498287
"ACADSB";7.797904342;7.46879729;7.566121144;7.369995721;7.384899235;7.794265204;7.153274819;7.468055153;7.31107515;7.532048231;7.444566155;7.484029298
"ACADVL";9.88676387;9.798397625;9.832566609;9.706218504;9.516575097;9.545841403;9.826621078;9.5202961;9.623340545;9.387593475;9.523014893;9.732653302
"ACAN";6.53587047;6.674003718;6.701445578;6.789858733;6.61952291;6.503153975;6.866352844;6.479412525;6.854467918;6.775636253;6.611474307;6.798596771
"ACAP1";6.104478716;6.477782595;8.391541286;8.134790352;7.978447909;8.522121245;8.150017126;8.444947419;8.199903312;8.160835039;8.576169709;7.869449277
"ACAP2";9.505866949;9.668299244;10.52831509;10.60004006;10.8521537;10.45178723;10.61726419;10.61863891;10.58999342;10.66887973;10.52081923;10.71328881
"ACAP3";5.785446147;6.154500518;5.772983524;5.892145144;5.789596376;5.567091836;6.174691074;5.918691315;5.722704163;5.713887424;5.831709478;5.922487228
"ACAT1";10.9129158;10.78144431;9.924652748;10.0609904;9.963555851;9.898837554;9.86966753;9.952012294;9.901739704;9.897326874;9.864336148;9.784930521
"ACAT2";9.35445327;9.32361533;8.556525776;8.665634134;8.33520665;8.005043688;8.206179021;8.715149874;8.221010543;7.887613858;8.133394814;8.223922096
"ACBD3";9.361100534;9.368707918;9.173770939;9.365493264;9.595593662;9.197835369;9.02639678;9.490591957;9.420251299;9.594558725;9.088958505;9.260638918
"ACBD4";6.90813479;6.694598711;6.830199016;7.221834249;6.839631731;7.016088495;6.980138063;6.862818749;6.999677439;6.927235357;7.207858482;6.937920763
"ACBD5";8.356723118;8.604450858;8.965965853;8.38459422;8.487510604;8.399984329;8.369076891;8.817500272;8.082964041;8.769929889;8.096473849;8.553667096
"ACBD6";9.652200571;9.523214616;8.8989526;8.823911675;8.593159737;8.633613871;8.76956204;8.681514698;8.732755986;8.585903764;8.989225511;8.633613871
"ACCS";7.359512114;7.516057479;7.680309544;7.817021287;7.237622108;8.06936119;7.65784774;7.457019138;7.776698322;7.831901704;7.99647634;7.768061002
"ACD";8.797991893;8.818982341;8.115343791;8.461933553;8.218172624;7.906519914;7.921165047;8.496296136;7.80670313;7.877377324;8.080935296;8.254812345
"ACE";5.412731409;5.448234952;5.219614791;5.358654205;5.465171838;5.307123826;5.343244737;5.329341871;5.603733389;5.015348667;5.317052473;5.325405716
"ACE2";3.873096092;3.917508809;3.857454777;4.095125861;4.012756727;3.845551642;3.944795274;4.003104429;3.860096314;4.013594804;4.009813828;3.917508809
"ACER1";4.977320182;5.198179662;4.686359114;4.877103409;4.86928711;4.936974631;4.987795367;4.655812655;4.90077236;4.721880499;5.040192186;4.886368598
"ACER3";8.221063437;8.293740052;7.637252357;7.778580178;6.961003548;7.094005898;7.631658982;7.328575739;7.690009938;6.433147673;7.444379403;8.275911319
"ACHE";5.717638914;5.64649433;5.42432178;5.5409088;5.44064948;5.682541836;5.544354381;5.565055887;5.478945759;5.47620848;5.473985887;5.511091656
"ACIN1";9.413878755;9.088149887;8.917929479;8.976049338;8.455423145;9.066190256;8.781339922;8.966050305;8.880718835;8.539001334;8.979369817;9.013469021
"ACKR1";4.478788757;4.818761707;4.411962626;4.959916079;4.537861107;4.636993266;4.783995862;4.779911575;4.908893947;4.561738255;4.794693257;4.736003392
"ACKR1 /// CADM3";4.390044827;4.733624407;4.447344543;4.763392655;4.331168196;4.436249526;4.442689308;4.466464953;4.480002991;4.407973857;4.485188924;4.406452741
"ACKR2";6.408777572;6.665235086;6.558028682;6.479024912;6.596373058;6.440835713;6.59584531;6.630665433;6.637411952;6.684307329;6.488463994;6.575123004
"ACKR3";5.249082886;4.731699883;8.066380516;7.426870737;6.539004867;7.758231976;6.593196305;7.819354495;6.727929871;7.145041039;7.025012635;7.317444038
"ACKR3 /// AK023507";4.816711373;4.576613657;5.252241769;5.121364384;5.433934682;5.700822495;5.246716312;5.062173619;4.845102671;5.913998752;5.106543487;4.940747079
"ACKR4";5.032568441;5.241113469;4.8600608;4.77282124;4.445711417;5.109542347;4.820168731;4.438411769;4.192588537;4.648997822;5.315382873;4.650769623
"ACLY";11.15583095;11.09855223;10.56354988;10.61727235;10.23319718;10.11928135;10.37349419;10.50555939;10.26160041;10.14865919;10.51396808;10.42996124
"ACMSD";3.680968579;3.79054838;3.553110218;3.618777818;3.906863687;3.720862237;3.52957746;3.968055202;3.818169627;3.879765648;3.837659633;3.570516224
"ACN9";7.981015061;8.067349236;7.070259259;6.949521713;7.121503645;6.779651301;6.445383805;6.896642823;7.061101664;7.281193988;7.000423166;6.822784027
"ACO1";9.107137872;9.074403043;7.866845319;7.763265925;7.911711409;7.599777474;7.621790657;7.643913203;7.589226127;7.785531485;7.642489988;7.950849855
"ACO2";8.834267513;8.90975581;8.184963844;8.356892701;7.739936889;7.565540568;7.95600458;8.223596841;7.763142597;7.238434047;7.914229508;8.092823221
"ACOT1 /// ACOT2";4.50817059;4.531628573;4.937124154;5.162089946;4.468512595;5.112516809;4.833533754;5.173597583;4.845805488;4.778092761;4.951973651;4.418945156
